<NUMBER OF ZONES> 387											
<NUMBER OF NODES> 933											
<FIRST THRU NODE> 1											
<NUMBER OF LINKS> 2950											
<END OF METADATA>											

~	tail node	head node	capacity (veh/h)	length (miles)	fftt(min)	B	Power	speed limit (mph)	toll (cents)	link type	
	410	411	3500	2.99149	2.72	0.15	4	0	0	2	;
	410	690	2000	2.81196	2.9	0.15	4	0	0	1	;
	410	700	2000	0.63686	1.09	0.15	4	0	0	1	;
	411	410	3500	2.99149	2.72	0.15	4	0	0	2	;
	411	412	3500	2.93815	2.73	0.15	4	0	0	2	;
	411	685	6000	2.91909	3.04	0.15	4	0	0	1	;
	411	695	6000	0.63686	1.04	0.15	4	0	0	1	;
	412	411	3500	2.93815	2.73	0.15	4	0	0	2	;
	412	413	3500	2.87283	2.61	0.15	4	0	0	2	;
	413	412	3500	2.87283	2.61	0.15	4	0	0	2	;
	413	414	3500	2.80865	2.62	0.15	4	0	0	2	;
	413	730	4000	3.17024	3.35	0.15	4	0	0	1	;
	413	734	4000	0.62208	0.65	0.15	4	0	0	1	;
	414	413	3500	2.80865	2.62	0.15	4	0	0	2	;
	414	415	3500	4.37375	4.1	0.15	4	0	0	2	;
	414	731	3500	3.20061	3.29	0.15	4	0	0	1	;
	414	735	3500	0.63686	0.54	0.15	4	0	0	1	;
	415	414	3500	4.37375	4.1	0.15	4	0	0	2	;
	415	416	3500	6.15496	5.67	0.15	4	0	0	2	;
	415	727	3500	4.24465	4.8	0.15	4	0	0	1	;
	415	733	3500	1.75633	3.01	0.15	4	0	0	1	;
	416	415	3500	6.15496	5.67	0.15	4	0	0	2	;
	416	417	3500	5.59407	5.15	0.15	4	0	0	2	;
	416	726	2000	2.04509	1.54	0.15	4	0	0	1	;
	416	732	2000	3.95137	5.28	0.15	4	0	0	1	;
	417	416	3500	5.59407	5.15	0.15	4	0	0	2	;
	417	732	3500	8.19718	9.84	0.15	4	0	0	1	;
	417	913	3500	3.12711	3.45	0.15	4	0	0	1	;
	417	926	3500	6.52016	6.29	0.15	4	0	0	2	;
	418	419	5000	5.50658	5.27	0.15	4	0	0	2	;
	418	921	2000	2.33798	3.86	0.15	4	0	0	1	;
	418	922	2000	4.25297	4.77	0.15	4	0	0	1	;
	418	923	5000	10.3917	8.98	0.15	4	0	0	2	;
	419	418	5000	5.50658	5.27	0.15	4	0	0	2	;
	419	420	5000	4.81398	4.47	0.15	4	0	0	2	;
	419	739	1500	3.41273	5.07	0.15	4	0	0	1	;
	419	743	1500	1.62768	1.44	0.15	4	0	0	1	;
	420	419	5000	4.81398	4.47	0.15	4	0	0	2	;
	420	421	5000	2.97089	3.29	0.15	4	0	0	2	;
	420	751	3000	2.501	2.57	0.15	4	0	0	1	;
	420	752	3000	0.90683	1.68	0.15	4	0	0	1	;
	421	420	5000	2.97089	3.29	0.15	4	0	0	2	;
	421	422	5000	3.25194	3.53	0.15	4	0	0	2	;
	421	753	2000	1.47413	0.94	0.15	4	0	0	1	;
	421	754	2000	1.83508	2.86	0.15	4	0	0	1	;
	422	421	5000	3.25194	3.53	0.15	4	0	0	2	;
	422	423	5000	2.80865	3.11	0.15	4	0	0	2	;
	422	762	1000	0.61	0.87	0.15	4	0	0	1	;
	422	766	1000	3.05061	3.61	0.15	4	0	0	1	;
	423	422	5000	2.80865	3.11	0.15	4	0	0	2	;
	423	424	5000	3.09902	3.43	0.15	4	0	0	2	;
	423	764	1000	0.69551	0.6	0.15	4	0	0	1	;
	423	767	1000	3.49621	4.08	0.15	4	0	0	1	;
	424	423	5000	3.09902	3.43	0.15	4	0	0	2	;
	424	425	5000	3.06764	3.31	0.15	4	0	0	2	;
	424	773	1000	0.682	1.3	0.15	4	0	0	1	;
	424	777	1000	3.32995	3.72	0.15	4	0	0	1	;
	425	424	5000	3.06764	3.31	0.15	4	0	0	2	;
	425	426	5000	1.53594	1.71	0.15	4	0	0	2	;
	425	775	2000	1.47539	2.62	0.15	4	0	0	1	;
	425	779	2000	1.73609	1.48	0.15	4	0	0	1	;
	426	425	5000	1.53594	1.71	0.15	4	0	0	2	;
	426	427	3500	0.9548	1.11	0.15	4	0	0	2	;
	426	441	5000	4.40258	4.82	0.15	4	0	0	2	;
	427	426	3500	0.9548	1.11	0.15	4	0	0	2	;
	427	428	3500	3.24219	3.5	0.15	4	0	0	2	;
	427	594	7000	0.7446	1.43	0.15	4	0	0	1	;
	427	779	7000	2.57432	2.65	0.15	4	0	0	1	;
	428	427	3500	3.24219	3.5	0.15	4	0	0	2	;
	428	429	3500	0.682	0.78	0.15	4	0	0	2	;
	428	431	5000	0.9548	1.04	0.15	4	0	0	2	;
	429	428	3500	0.682	0.78	0.15	4	0	0	2	;
	429	430	3500	0.60078	0.63	0.15	4	0	0	2	;
	429	593	6500	1.00047	2.39	0.15	4	0	0	1	;
	429	778	6500	2.39692	2.77	0.15	4	0	0	1	;
	430	429	3500	0.60078	0.63	0.15	4	0	0	2	;
	431	428	5000	0.9548	1.04	0.15	4	0	0	2	;
	431	432	5000	3.22089	3.52	0.15	4	0	0	2	;
	431	593	4000	0.682	1.27	0.15	4	0	0	1	;
	431	597	4000	2.42854	2.91	0.15	4	0	0	1	;
	432	431	5000	3.22089	3.52	0.15	4	0	0	2	;
	432	433	5000	2.37978	2.62	0.15	4	0	0	2	;
	432	595	4500	1.66609	3.16	0.15	4	0	0	1	;
	432	599	4500	1.56355	1.33	0.15	4	0	0	1	;
	433	432	5000	2.37978	2.62	0.15	4	0	0	2	;
	433	434	5000	2.01208	2.35	0.15	4	0	0	2	;
	433	616	9500	2.79936	3.4	0.15	4	0	0	1	;
	433	617	9500	0.76433	1.5	0.15	4	0	0	1	;
	434	433	5000	2.01208	2.35	0.15	4	0	0	2	;
	434	435	5000	2.60592	3.07	0.15	4	0	0	2	;
	434	618	9000	3.17024	4.12	0.15	4	0	0	1	;
	434	619	9000	0.63686	0.65	0.15	4	0	0	1	;
	435	434	5000	2.60592	3.07	0.15	4	0	0	2	;
	435	436	5000	1.78575	1.92	0.15	4	0	0	2	;
	435	552	4500	1.30973	0.89	0.15	4	0	0	1	;
	435	554	4500	1.76057	3.93	0.15	4	0	0	1	;
	436	435	5000	1.78575	1.92	0.15	4	0	0	2	;
	436	437	5000	2.75582	3.08	0.15	4	0	0	2	;
	436	496	9000	0.95285	1.02	0.15	4	0	0	2	;
	437	436	5000	2.75582	3.08	0.15	4	0	0	2	;
	437	438	5000	3.79967	4.14	0.15	4	0	0	2	;
	437	554	4000	1.037	0.62	0.15	4	0	0	1	;
	437	556	4000	3.32156	7.18	0.15	4	0	0	1	;
	438	437	5000	3.79967	4.14	0.15	4	0	0	2	;
	438	439	5000	2.196	2.4	0.15	4	0	0	2	;
	438	535	6500	7.09097	8.17	0.15	4	0	0	2	;
	438	536	5000	1.85925	2.11	0.15	4	0	0	2	;
	438	540	3500	1.50659	1.68	0.15	4	0	0	2	;
	439	438	5000	2.196	2.4	0.15	4	0	0	2	;
	439	440	5000	2.318	2.53	0.15	4	0	0	2	;
	439	614	6000	2.33798	2.72	0.15	4	0	0	1	;
	439	615	6000	0.7764	1.94	0.15	4	0	0	1	;
	440	439	5000	2.318	2.53	0.15	4	0	0	2	;
	440	441	5000	2.44076	2.63	0.15	4	0	0	2	;
	440	612	2000	2.33798	2.64	0.15	4	0	0	1	;
	440	613	2000	0.86267	1.88	0.15	4	0	0	1	;
	441	426	5000	4.40258	4.82	0.15	4	0	0	2	;
	441	440	5000	2.44076	2.63	0.15	4	0	0	2	;
	441	591	6000	1.87122	3.19	0.15	4	0	0	1	;
	441	596	6000	1.30973	0.72	0.15	4	0	0	1	;
	442	443	3500	3.9287	3.59	0.15	4	0	0	2	;
	442	898	500	6.25094	6.49	0.15	4	0	0	1	;
	442	899	500	1.5444	2.78	0.15	4	0	0	1	;
	442	929	3500	32.8818	6.31	0.15	4	0	0	2	;
	443	442	3500	3.9287	3.59	0.15	4	0	0	2	;
	443	444	3500	4.52881	4.45	0.15	4	0	0	2	;
	443	897	500	1.00973	1.3	0.15	4	0	0	1	;
	443	898	500	3.82164	3.98	0.15	4	0	0	1	;
	444	443	3500	4.52881	4.45	0.15	4	0	0	2	;
	444	445	3500	5.42934	5	0.15	4	0	0	2	;
	445	444	3500	5.42934	5	0.15	4	0	0	2	;
	445	446	3500	6.81154	6.27	0.15	4	0	0	2	;
	445	885	1000	4.73644	6.37	0.15	4	0	0	1	;
	445	886	1000	1.64248	1.05	0.15	4	0	0	1	;
	446	445	3500	6.81154	6.27	0.15	4	0	0	2	;
	446	447	3500	6.28774	5.78	0.15	4	0	0	2	;
	446	858	8500	1.41882	2.41	0.15	4	0	0	1	;
	446	859	8500	4.74469	5.21	0.15	4	0	0	1	;
	447	446	3500	6.28774	5.78	0.15	4	0	0	2	;
	447	448	3500	4.3224	3.98	0.15	4	0	0	2	;
	447	848	4000	3.81335	5.59	0.15	4	0	0	1	;
	447	849	4000	2.16185	1.87	0.15	4	0	0	1	;
	448	447	3500	4.3224	3.98	0.15	4	0	0	2	;
	448	449	5000	2.989	3.28	0.15	4	0	0	2	;
	448	664	3500	2.75245	2.78	0.15	4	0	0	1	;
	448	665	3500	0.65699	1.17	0.15	4	0	0	1	;
	449	448	5000	2.989	3.28	0.15	4	0	0	2	;
	449	450	5000	1.83	2	0.15	4	0	0	2	;
	449	662	2000	2.63362	2.91	0.15	4	0	0	1	;
	449	663	2000	0.682	1.41	0.15	4	0	0	1	;
	450	449	5000	1.83	2	0.15	4	0	0	2	;
	450	451	5000	1.30973	1.44	0.15	4	0	0	2	;
	450	453	5000	4.05593	4.56	0.15	4	0	0	2	;
	450	508	5000	3.51955	3.8	0.15	4	0	0	2	;
	451	450	5000	1.30973	1.44	0.15	4	0	0	2	;
	451	452	5000	2.00095	2.18	0.15	4	0	0	2	;
	451	654	5000	2.00652	1.81	0.15	4	0	0	1	;
	451	655	5000	1.2276	2.48	0.15	4	0	0	1	;
	452	451	5000	2.00095	2.18	0.15	4	0	0	2	;
	452	525	5000	2.15668	2.32	0.15	4	0	0	2	;
	452	652	7000	2.16185	2.17	0.15	4	0	0	1	;
	452	654	7000	1.13467	2.28	0.15	4	0	0	1	;
	453	450	5000	4.05593	4.56	0.15	4	0	0	2	;
	453	454	3500	9.13311	10.27	0.15	4	0	0	2	;
	453	650	500	2.62016	2.82	0.15	4	0	0	1	;
	453	841	500	0.7446	1.48	0.15	4	0	0	1	;
	454	453	3500	9.13311	10.27	0.15	4	0	0	2	;
	454	455	3500	2.99894	3.23	0.15	4	0	0	2	;
	454	838	3000	1.98695	1.93	0.15	4	0	0	1	;
	454	840	3000	1.20311	2.45	0.15	4	0	0	1	;
	455	454	3500	2.99894	3.23	0.15	4	0	0	2	;
	455	456	3500	2.92864	2.7	0.15	4	0	0	2	;
	455	833	3000	2.14543	2.7	0.15	4	0	0	1	;
	455	835	3000	1.18441	2.85	0.15	4	0	0	1	;
	456	455	3500	2.92864	2.7	0.15	4	0	0	2	;
	456	457	3500	3.18429	2.93	0.15	4	0	0	2	;
	456	834	5500	1.96908	2.01	0.15	4	0	0	1	;
	456	836	5500	1.13467	2.41	0.15	4	0	0	1	;
	457	456	3500	3.18429	2.93	0.15	4	0	0	2	;
	457	458	3500	1.58248	1.5	0.15	4	0	0	2	;
	457	829	1000	3.05061	3.65	0.15	4	0	0	1	;
	457	831	1000	0.682	0.72	0.15	4	0	0	1	;
	458	457	3500	1.58248	1.5	0.15	4	0	0	2	;
	458	459	5000	1.3708	1.43	0.15	4	0	0	2	;
	458	467	3500	5.6173	5.17	0.15	4	0	0	2	;
	458	468	3500	3.08879	2.91	0.15	4	0	0	2	;
	459	458	5000	1.3708	1.43	0.15	4	0	0	2	;
	459	460	3500	5.04681	4.66	0.15	4	0	0	2	;
	459	832	2000	1.27372	1.27	0.15	4	0	0	1	;
	459	845	2000	3.63808	7.72	0.15	4	0	0	1	;
	460	459	3500	5.04681	4.66	0.15	4	0	0	2	;
	460	461	3500	6.78445	6.3	0.15	4	0	0	2	;
	460	872	3500	4.80508	5.86	0.15	4	0	0	1	;
	460	875	3500	1.09969	2.21	0.15	4	0	0	1	;
	461	460	3500	6.78445	6.3	0.15	4	0	0	2	;
	461	462	3500	5.79725	5.39	0.15	4	0	0	2	;
	461	874	2000	2.42854	2.35	0.15	4	0	0	1	;
	461	877	2000	3.93675	5.87	0.15	4	0	0	1	;
	462	461	3500	5.79725	5.39	0.15	4	0	0	2	;
	462	873	1500	3.26108	3.45	0.15	4	0	0	1	;
	462	876	1500	2.74025	4.35	0.15	4	0	0	1	;
	462	927	3500	7.7268	7.78	0.15	4	0	0	2	;
	463	464	3500	4.16322	3.9	0.15	4	0	0	2	;
	463	928	3500	16.654	15.96	0.15	4	0	0	2	;
	464	463	3500	4.16322	3.9	0.15	4	0	0	2	;
	464	465	3500	7.80824	7.21	0.15	4	0	0	2	;
	464	883	2000	2.78804	3.92	0.15	4	0	0	1	;
	464	884	2000	3.36165	3.18	0.15	4	0	0	1	;
	465	464	3500	7.80824	7.21	0.15	4	0	0	2	;
	465	466	3500	6.00285	5.74	0.15	4	0	0	2	;
	465	862	3500	4.47426	4.5	0.15	4	0	0	1	;
	465	881	3500	1.54319	2.48	0.15	4	0	0	1	;
	466	465	3500	6.00285	5.74	0.15	4	0	0	2	;
	466	467	3500	5.7353	5.33	0.15	4	0	0	2	;
	466	855	5000	2.10339	1.67	0.15	4	0	0	1	;
	466	862	5000	3.97203	5.4	0.15	4	0	0	1	;
	467	458	3500	5.6173	5.17	0.15	4	0	0	2	;
	467	466	3500	5.7353	5.33	0.15	4	0	0	2	;
	467	845	2500	2.20446	2.09	0.15	4	0	0	1	;
	467	855	2500	3.79232	5.88	0.15	4	0	0	1	;
	468	458	3500	3.08879	2.91	0.15	4	0	0	2	;
	468	469	3500	3.18429	2.92	0.15	4	0	0	2	;
	468	829	2500	1.66609	1.33	0.15	4	0	0	1	;
	468	830	2500	1.50659	2.85	0.15	4	0	0	1	;
	469	468	3500	3.18429	2.92	0.15	4	0	0	2	;
	469	470	3500	2.94384	2.73	0.15	4	0	0	2	;
	469	819	3000	0.65982	0.34	0.15	4	0	0	1	;
	469	824	3000	3.54115	4.01	0.15	4	0	0	1	;
	470	469	3500	2.94384	2.73	0.15	4	0	0	2	;
	470	471	3500	4.14441	4.12	0.15	4	0	0	2	;
	470	817	1000	0.61304	0.74	0.15	4	0	0	1	;
	470	822	1000	3.19596	3.36	0.15	4	0	0	1	;
	471	470	3500	4.14441	4.12	0.15	4	0	0	2	;
	471	472	3500	3.17259	2.92	0.15	4	0	0	2	;
	471	815	3000	3.24219	3.84	0.15	4	0	0	1	;
	471	816	3000	0.65699	0.61	0.15	4	0	0	1	;
	472	471	3500	3.17259	2.92	0.15	4	0	0	2	;
	472	473	5000	1.5552	1.75	0.15	4	0	0	2	;
	472	813	3000	1.87122	1.39	0.15	4	0	0	1	;
	472	815	3000	1.4461	2.22	0.15	4	0	0	1	;
	473	472	5000	1.5552	1.75	0.15	4	0	0	2	;
	473	474	5000	2.98962	3.23	0.15	4	0	0	2	;
	473	475	5000	2.92355	3.17	0.15	4	0	0	2	;
	473	707	1000	3.85219	4.39	0.15	4	0	0	1	;
	473	813	1000	0.7446	1.44	0.15	4	0	0	1	;
	474	473	5000	2.98962	3.23	0.15	4	0	0	2	;
	474	538	5000	2.99149	3.32	0.15	4	0	0	2	;
	474	701	3500	0.82067	1.73	0.15	4	0	0	1	;
	474	706	3500	2.41317	2.45	0.15	4	0	0	1	;
	475	473	5000	2.92355	3.17	0.15	4	0	0	2	;
	475	476	5000	1.52866	1.68	0.15	4	0	0	2	;
	475	706	3500	2.51953	3.08	0.15	4	0	0	1	;
	475	707	3500	1.17811	1.74	0.15	4	0	0	1	;
	476	475	5000	1.52866	1.68	0.15	4	0	0	2	;
	476	477	5000	3.38371	3.71	0.15	4	0	0	2	;
	476	705	3500	2.28404	2.02	0.15	4	0	0	1	;
	476	707	3500	1.18441	2.79	0.15	4	0	0	1	;
	477	476	5000	3.38371	3.71	0.15	4	0	0	2	;
	477	478	6500	2.29704	2.53	0.15	4	0	0	2	;
	477	503	6500	0.793	0.88	0.15	4	0	0	2	;
	477	504	6500	0.87339	0.95	0.15	4	0	0	2	;
	478	477	6500	2.29704	2.53	0.15	4	0	0	2	;
	478	479	6500	3.01935	3.24	0.15	4	0	0	2	;
	478	633	5500	1.97097	1.91	0.15	4	0	0	1	;
	478	703	5500	1.31398	2.69	0.15	4	0	0	1	;
	479	478	6500	3.01935	3.24	0.15	4	0	0	2	;
	479	480	6500	1.17336	1.32	0.15	4	0	0	2	;
	479	629	3000	2.23796	2.12	0.15	4	0	0	1	;
	479	693	3000	0.96449	1.88	0.15	4	0	0	1	;
	480	479	6500	1.17336	1.32	0.15	4	0	0	2	;
	480	481	5000	1.29401	1.41	0.15	4	0	0	2	;
	480	483	5000	1.525	1.68	0.15	4	0	0	2	;
	480	484	5000	1.80131	2.13	0.15	4	0	0	2	;
	480	486	6500	1.89493	2.03	0.15	4	0	0	2	;
	481	480	5000	1.29401	1.41	0.15	4	0	0	2	;
	481	482	5000	0.488	0.54	0.15	4	0	0	2	;
	481	483	6500	1.09969	1.67	0.15	4	0	0	1	;
	481	691	6500	2.30915	2.42	0.15	4	0	0	1	;
	482	481	5000	0.488	0.54	0.15	4	0	0	2	;
	483	480	5000	1.525	1.68	0.15	4	0	0	2	;
	483	481	6500	1.09969	1.67	0.15	4	0	0	1	;
	483	539	5000	3.07733	3.33	0.15	4	0	0	2	;
	483	693	6500	0.682	0.5	0.15	4	0	0	1	;
	484	480	5000	1.80131	2.13	0.15	4	0	0	2	;
	484	485	5000	2.98962	3.26	0.15	4	0	0	2	;
	484	627	6000	1.73609	1.98	0.15	4	0	0	1	;
	484	629	6000	1.52866	3.65	0.15	4	0	0	1	;
	485	484	5000	2.98962	3.26	0.15	4	0	0	2	;
	485	489	5000	2.44	2.66	0.15	4	0	0	2	;
	485	626	6500	1.75633	1.68	0.15	4	0	0	1	;
	485	628	6500	1.364	2.84	0.15	4	0	0	1	;
	486	480	6500	1.89493	2.03	0.15	4	0	0	2	;
	486	535	6500	0.25151	0.29	0.15	4	0	0	2	;
	486	627	6500	2.10339	2.22	0.15	4	0	0	1	;
	486	691	6500	1.06706	2.4	0.15	4	0	0	1	;
	487	488	5000	2.4039	2.65	0.15	4	0	0	2	;
	487	535	6500	3.49621	4.12	0.15	4	0	0	2	;
	487	681	3000	1.64248	1.36	0.15	4	0	0	1	;
	487	682	3000	1.50659	3.04	0.15	4	0	0	1	;
	488	405	5000	0.95285	1.01	0.15	4	0	0	2	;
	488	487	5000	2.4039	2.65	0.15	4	0	0	2	;
	488	680	2500	2.29623	2.97	0.15	4	0	0	1	;
	488	682	2500	1.01524	2.77	0.15	4	0	0	1	;
	489	485	5000	2.44	2.66	0.15	4	0	0	2	;
	489	490	6500	0.9779	1.06	0.15	4	0	0	2	;
	489	630	3500	1.72534	2.68	0.15	4	0	0	1	;
	489	631	3500	1.769	4.23	0.15	4	0	0	1	;
	490	489	6500	0.9779	1.06	0.15	4	0	0	2	;
	490	491	6500	2.39847	2.61	0.15	4	0	0	2	;
	490	557	5000	2.43542	3.59	0.15	4	0	0	1	;
	490	631	5000	1.19846	3.8	0.15	4	0	0	1	;
	491	490	6500	2.39847	2.61	0.15	4	0	0	2	;
	491	492	6500	2.63432	2.84	0.15	4	0	0	2	;
	491	558	6500	2.34672	3.2	0.15	4	0	0	1	;
	491	559	6500	0.73707	0.6	0.15	4	0	0	1	;
	492	491	6500	2.63432	2.84	0.15	4	0	0	2	;
	492	493	6500	0.99301	1.37	0.15	4	0	0	2	;
	492	561	9000	2.19685	3.09	0.15	4	0	0	1	;
	492	562	9000	0.73707	0.49	0.15	4	0	0	1	;
	493	492	6500	0.99301	1.37	0.15	4	0	0	2	;
	493	494	6500	1.9096	2.24	0.15	4	0	0	2	;
	493	497	6500	1.40829	1.94	0.15	4	0	0	2	;
	493	562	14500	0.57547	1.26	0.15	4	0	0	1	;
	493	564	14500	1.82797	1.37	0.15	4	0	0	1	;
	494	493	6500	1.9096	2.24	0.15	4	0	0	2	;
	494	495	9000	2.58801	2.81	0.15	4	0	0	2	;
	494	561	10000	0.67377	1	0.15	4	0	0	1	;
	494	563	10000	2.20446	2.33	0.15	4	0	0	1	;
	495	494	9000	2.58801	2.81	0.15	4	0	0	2	;
	495	496	9000	2.37274	2.56	0.15	4	0	0	2	;
	495	551	7000	3.26962	4.69	0.15	4	0	0	1	;
	495	560	7000	0.61304	0.94	0.15	4	0	0	1	;
	496	436	9000	0.95285	1.02	0.15	4	0	0	2	;
	496	495	9000	2.37274	2.56	0.15	4	0	0	2	;
	496	553	6000	1.46907	1.3	0.15	4	0	0	1	;
	496	556	6000	0.9836	3.71	0.15	4	0	0	1	;
	497	493	6500	1.40829	1.94	0.15	4	0	0	2	;
	497	498	6500	0.5787	0.66	0.15	4	0	0	2	;
	498	497	6500	0.5787	0.66	0.15	4	0	0	2	;
	498	499	5000	1.25755	1.34	0.15	4	0	0	2	;
	498	533	6500	1.2276	1.61	0.15	4	0	0	2	;
	499	498	5000	1.25755	1.34	0.15	4	0	0	2	;
	499	500	5000	2.60592	2.84	0.15	4	0	0	2	;
	499	567	12500	1.525	1.56	0.15	4	0	0	1	;
	499	569	12500	1.04948	2.32	0.15	4	0	0	1	;
	500	499	5000	2.60592	2.84	0.15	4	0	0	2	;
	500	501	5000	3.30809	3.61	0.15	4	0	0	2	;
	500	566	4500	1.54319	1.82	0.15	4	0	0	1	;
	500	570	4500	0.671	1.36	0.15	4	0	0	1	;
	501	500	5000	3.30809	3.61	0.15	4	0	0	2	;
	501	502	5000	3.19188	3.49	0.15	4	0	0	2	;
	501	571	5500	1.12478	2.49	0.15	4	0	0	1	;
	501	636	5500	1.06706	0.62	0.15	4	0	0	1	;
	502	501	5000	3.19188	3.49	0.15	4	0	0	2	;
	502	503	6500	3.32995	3.87	0.15	4	0	0	2	;
	502	632	1500	1.64248	1.67	0.15	4	0	0	1	;
	502	634	1500	1.586	3.91	0.15	4	0	0	1	;
	503	477	6500	0.793	0.88	0.15	4	0	0	2	;
	503	502	6500	3.32995	3.87	0.15	4	0	0	2	;
	503	504	7000	0.366	0.52	0.15	4	0	0	1	;
	503	633	7000	3.05061	3.5	0.15	4	0	0	1	;
	504	477	6500	0.87339	0.95	0.15	4	0	0	2	;
	504	503	7000	0.366	0.52	0.15	4	0	0	1	;
	504	505	6500	3.22839	3.51	0.15	4	0	0	2	;
	504	635	7000	0.71138	0.45	0.15	4	0	0	1	;
	505	504	6500	3.22839	3.51	0.15	4	0	0	2	;
	505	506	6500	2.2338	2.42	0.15	4	0	0	2	;
	505	634	6000	1.79406	1.48	0.15	4	0	0	1	;
	505	639	6000	1.39235	2.42	0.15	4	0	0	1	;
	506	505	6500	2.2338	2.42	0.15	4	0	0	2	;
	506	507	5000	3.58034	3.92	0.15	4	0	0	2	;
	506	639	5000	0.86267	1.8	0.15	4	0	0	1	;
	506	644	5000	2.41317	2.59	0.15	4	0	0	1	;
	507	506	5000	3.58034	3.92	0.15	4	0	0	2	;
	507	508	5000	7.0739	7.86	0.15	4	0	0	2	;
	507	578	1500	5.15657	8.09	0.15	4	0	0	1	;
	507	646	1500	0.2728	1.51	0.15	4	0	0	1	;
	508	450	5000	3.51955	3.8	0.15	4	0	0	2	;
	508	507	5000	7.0739	7.86	0.15	4	0	0	2	;
	508	509	5000	1.89198	2.41	0.15	4	0	0	2	;
	509	508	5000	1.89198	2.41	0.15	4	0	0	2	;
	509	510	5000	2.98962	3.24	0.15	4	0	0	2	;
	509	659	5000	1.09969	0.59	0.15	4	0	0	1	;
	509	667	5000	2.16185	5.05	0.15	4	0	0	1	;
	510	509	5000	2.98962	3.24	0.15	4	0	0	2	;
	510	511	5000	0.244	0.3	0.15	4	0	0	2	;
	510	658	4000	1.04948	0.37	0.15	4	0	0	1	;
	510	666	4000	2.22043	4.08	0.15	4	0	0	1	;
	511	510	5000	0.244	0.3	0.15	4	0	0	2	;
	511	512	5000	2.074	2.21	0.15	4	0	0	2	;
	511	521	5000	2.86765	3.12	0.15	4	0	0	2	;
	511	522	5000	4.27174	4.7	0.15	4	0	0	2	;
	512	511	5000	2.074	2.21	0.15	4	0	0	2	;
	512	513	5000	3.42959	3.73	0.15	4	0	0	2	;
	512	661	2000	1.09969	0.58	0.15	4	0	0	1	;
	512	670	2000	3.42144	7.48	0.15	4	0	0	1	;
	513	512	5000	3.42959	3.73	0.15	4	0	0	2	;
	513	514	5000	4.8861	5.31	0.15	4	0	0	2	;
	513	902	3500	3.14017	3.59	0.15	4	0	0	1	;
	513	905	3500	5.8981	9.12	0.15	4	0	0	1	;
	514	513	5000	4.8861	5.31	0.15	4	0	0	2	;
	514	515	5000	4.02785	4.43	0.15	4	0	0	2	;
	514	903	3000	2.56273	2.61	0.15	4	0	0	1	;
	514	905	3000	6.71693	11.27	0.15	4	0	0	1	;
	515	514	5000	4.02785	4.43	0.15	4	0	0	2	;
	515	516	5000	5.28768	5.77	0.15	4	0	0	2	;
	515	534	3500	1.49543	1.61	0.15	4	0	0	2	;
	515	544	3500	0.305	0.29	0.15	4	0	0	2	;
	515	932	5000	10.4426	5.93	0.15	4	0	0	2	;
	516	515	5000	5.28768	5.77	0.15	4	0	0	2	;
	516	517	3500	6.58828	6.07	0.15	4	0	0	2	;
	516	903	6000	7.21375	8.96	0.15	4	0	0	1	;
	516	906	6000	1.11981	1.62	0.15	4	0	0	1	;
	517	516	3500	6.58828	6.07	0.15	4	0	0	2	;
	517	518	3500	7.19102	6.64	0.15	4	0	0	2	;
	517	908	2500	1.64248	2.55	0.15	4	0	0	1	;
	517	909	2500	4.31335	4.39	0.15	4	0	0	1	;
	518	517	3500	7.19102	6.64	0.15	4	0	0	2	;
	518	911	3500	3.62732	5.26	0.15	4	0	0	1	;
	518	912	3500	2.16614	1.64	0.15	4	0	0	1	;
	518	930	3500	38.3558	9.32	0.15	4	0	0	2	;
	519	520	5000	0.682	0.75	0.15	4	0	0	2	;
	519	521	5000	2.50769	2.72	0.15	4	0	0	2	;
	519	668	2000	0.35569	0.64	0.15	4	0	0	1	;
	519	670	2000	3.21048	3.14	0.15	4	0	0	1	;
	520	519	5000	0.682	0.75	0.15	4	0	0	2	;
	521	511	5000	2.86765	3.12	0.15	4	0	0	2	;
	521	519	5000	2.50769	2.72	0.15	4	0	0	2	;
	521	666	1500	0.793	0.55	0.15	4	0	0	1	;
	521	670	1500	2.728	3.93	0.15	4	0	0	1	;
	522	511	5000	4.27174	4.7	0.15	4	0	0	2	;
	522	523	5000	5.70472	7.31	0.15	4	0	0	2	;
	523	522	5000	5.70472	7.31	0.15	4	0	0	2	;
	523	530	5000	2.074	2.24	0.15	4	0	0	2	;
	523	545	5000	0.061	0.12	0.15	4	0	0	2	;
	524	525	5000	2.94447	3.24	0.15	4	0	0	2	;
	524	545	5000	3.715	4.42	0.15	4	0	0	2	;
	524	578	5500	2.74568	4.67	0.15	4	0	0	1	;
	524	647	5500	0.80233	1.58	0.15	4	0	0	1	;
	525	452	5000	2.15668	2.32	0.15	4	0	0	2	;
	525	524	5000	2.94447	3.24	0.15	4	0	0	2	;
	525	652	5000	1.06706	2.57	0.15	4	0	0	1	;
	525	657	5000	2.23796	2.51	0.15	4	0	0	1	;
	526	527	3500	5.36835	6.01	0.15	4	0	0	2	;
	526	528	5000	8.59494	9.84	0.15	4	0	0	2	;
	526	541	3500	0.43988	0.44	0.15	4	0	0	2	;
	526	546	3500	2.93815	3.23	0.15	4	0	0	2	;
	527	526	3500	5.36835	6.01	0.15	4	0	0	2	;
	527	542	3500	0.61304	0.65	0.15	4	0	0	2	;
