    ns                      x                     y0                     y1                     y2                     y3                     y4                     y5                     y6                     y7
   136  3.137317275531527E-02 -1.037242464368088E+00  4.488161439909695E+00  2.245447793418876E+00  2.392602689026904E+00  3.887354630957926E+00  2.902109554485969E+00  3.055970040282763E+00  5.982259495361783E-02
   137  3.143386224995081E-02 -1.387730977172968E+00  4.136040107260383E+00  2.246594346160041E+00  2.400059148619633E+00  3.892163034563007E+00  2.903521357784433E+00  3.057170366079030E+00  6.200995510712700E-02
   138  3.147923860352526E-02 -1.657819327287434E+00  3.864416359279766E+00  2.248246191858914E+00  2.405707149225943E+00  3.895863766202772E+00  2.904513643569505E+00  3.058000080719276E+00  6.358664833300040E-02
   139  3.152461495709972E-02 -1.925146560589406E+00  3.595282100214531E+00  2.250583579729835E+00  2.411476068516770E+00  3.899713764470125E+00  2.905450942424716E+00  3.058771074867557E+00  6.511164100267844E-02
   140  3.162543534968828E-02 -2.476079878414314E+00  3.039404054522070E+00  2.258120870175263E+00  2.424920893727641E+00  3.908997660551007E+00  2.907333230858915E+00  3.060270860458048E+00  6.830874903275129E-02
   141  3.174146117825598E-02 -2.995847692322487E+00  2.512553118940368E+00  2.270299538281453E+00  2.441670234549042E+00  3.921135121265873E+00  2.909150393333436E+00  3.061626569103757E+00  7.164805987834728E-02
   142  3.190146912040778E-02 -3.501292741556387E+00  1.995489738993696E+00  2.291734536175527E+00  2.466908088855627E+00  3.940323700886924E+00  2.911028856495534E+00  3.062833861584929E+00  7.562534000127816E-02
   143  3.205697348834027E-02 -3.807132438427338E+00  1.676979023897443E+00  2.316004179084442E+00  2.493252815891982E+00  3.961134437071816E+00  2.912143656283916E+00  3.063261327202775E+00  7.875901618806180E-02
   144  3.220845653904005E-02 -3.985860378069837E+00  1.485107791863788E+00  2.341615946224463E+00  2.520022310796787E+00  3.982839301395019E+00  2.912547771238951E+00  3.062966790825699E+00  8.108933168520817E-02
   145  3.237886418932127E-02 -4.094334866954506E+00  1.361308923395190E+00  2.371724811164778E+00  2.550831367773352E+00  4.008333846126718E+00  2.912196032270253E+00  3.061800421278281E+00  8.283251538299749E-02
   146  3.261498079231929E-02 -4.137766498823958E+00  1.296235438320936E+00  2.414358670875702E+00  2.593785943636611E+00  4.044586031955141E+00  2.910311008467721E+00  3.058749465774624E+00  8.367750213849122E-02
   147  3.284528227196184E-02 -4.095285689678680E+00  1.317617879430113E+00  2.455784917034144E+00  2.635023881882338E+00  4.080007597889096E+00  2.906949551767690E+00  3.054228147628508E+00  8.273059633407918E-02
   148  3.301780723884464E-02 -4.019600560997547E+00  1.377736200616293E+00  2.486132783507236E+00  2.664966756407386E+00  4.106041158102875E+00  2.903488350567037E+00  3.049897281036798E+00  8.088595027245228E-02
   149  3.320997781526705E-02 -3.896791452594094E+00  1.483628340278470E+00  2.518788858874800E+00  2.696926218507952E+00  4.134074445110192E+00  2.898735762430451E+00  3.044189704869092E+00  7.771494757247985E-02
   150  3.341820088531774E-02 -3.722569783259239E+00  1.640206358775681E+00  2.552348610377146E+00  2.729444156341360E+00  4.162814709926196E+00  2.892594800601162E+00  3.037048399389145E+00  7.300392081922455E-02
   151  3.362359594335505E-02 -3.513204065259205E+00  1.833045547328637E+00  2.583151429325639E+00  2.758921326980598E+00  4.189009361585712E+00  2.885622684638758E+00  3.029145401614600E+00  6.713449358675225E-02
   152  3.383752273967469E-02 -3.260270437727165E+00  2.069865781425719E+00  2.612376349467388E+00  2.786435088470044E+00  4.213520969424294E+00  2.877514194833550E+00  3.020150117337359E+00  5.983651439403419E-02
   153  3.406470887734219E-02 -2.958252716995288E+00  2.356172968898835E+00  2.639795749887286E+00  2.811637926616725E+00  4.235934567720213E+00  2.868109100798457E+00  3.009923394585825E+00  5.090853688473314E-02
   154  3.430851690133168E-02 -2.602862953671031E+00  2.696484964729730E+00  2.664648692608250E+00  2.833599851547882E+00  4.255272189723330E+00  2.857306804336049E+00  2.998409538602204E+00  4.018183242373086E-02
   155  3.457292108810757E-02 -2.190229272103935E+00  3.095026171880491E+00  2.685835226755580E+00  2.850951571806573E+00  4.270090694854307E+00  2.845032462684465E+00  2.985599547940149E+00  2.749503660063359E-02
   156  3.486542005386900E-02 -1.714580372204213E+00  3.557978094226977E+00  2.701925449549425E+00  2.861758384475935E+00  4.278308014362227E+00  2.831152173440046E+00  2.971451393117589E+00  1.259446993189588E-02
   157  3.519314213980893E-02 -1.180641879895542E+00  4.081382182809960E+00  2.710624248809984E+00  2.862844270603898E+00  4.276519749348474E+00  2.815762778990812E+00  2.956197877701216E+00 -4.578964364843011E-03
   158  3.526288649026350E-02 -1.069810026041957E+00  4.190470283511297E+00  2.711221496861203E+00  2.861533521946251E+00  4.274575259787133E+00  2.812568019716543E+00  2.953092300507562E+00 -8.233378376938768E-03
   159  3.533050560498689E-02 -9.640641408256693E-01  4.294688304942905E+00  2.711391936270529E+00  2.859741644394203E+00  4.272155730443348E+00  2.809510677705520E+00  2.950141303721173E+00 -1.176142827536314E-02
   160  3.550908582662784E-02 -6.956485367042748E-01  4.559816553301268E+00  2.709968566945878E+00  2.852542175395734E+00  4.263217547482161E+00  2.801667798412234E+00  2.942671004578305E+00 -2.096038643034693E-02
   161  3.568766604826879E-02 -4.486559533051108E-01  4.804546866344040E+00  2.705983971425747E+00  2.841786763849447E+00  4.250570286675063E+00  2.794240930375455E+00  2.935743146883958E+00 -2.989609065329751E-02
   162  3.591468564710933E-02 -1.767739029768225E-01  5.074873577804484E+00  2.697634556279253E+00  2.823101994573392E+00  4.229191445866706E+00  2.785554063881255E+00  2.927855213639687E+00 -4.069932154699472E-02
   163  3.599225003127541E-02 -9.676060599057300E-02  5.154652144829741E+00  2.694047821391290E+00  2.815477161063701E+00  4.220558256035346E+00  2.782810783520915E+00  2.925422418754521E+00 -4.421172868314339E-02
   164  3.606981441544149E-02 -2.391483648991673E-02  5.227394960384469E+00  2.690136766921909E+00  2.807246016281379E+00  4.211268763750984E+00  2.780193810116357E+00  2.923132900159553E+00 -4.761927060836508E-02
   165  3.617246482946308E-02  6.115288788312888E-02  5.312507629068296E+00  2.684516874963316E+00  2.795454807343461E+00  4.197994948908022E+00  2.776936214811495E+00  2.920332370913797E+00 -5.195392118695150E-02
   166  3.626112099977947E-02  1.241887328414477E-01  5.375727624031286E+00  2.679309204216885E+00  2.784485997416779E+00  4.185665862769455E+00  2.774321881399854E+00  2.918132168261017E+00 -5.552456756693820E-02
   167  3.640202409731268E-02  2.051626202528089E-01  5.457223110702103E+00  2.670480465830750E+00  2.765660707222398E+00  4.164516260549402E+00  2.770569705028309E+00  2.915069443932772E+00 -6.084108473411673E-02
   168  3.658421711937574E-02  2.784890882691525E-01  5.531539605471905E+00  2.658316895827373E+00  2.739060762814955E+00  4.134594496771399E+00  2.766497651109112E+00  2.911932851150454E+00 -6.700398767648182E-02
   169  3.671646290952117E-02  3.135417235614911E-01  5.567465407851030E+00  2.649133456997325E+00  2.718399974304689E+00  4.111284722435560E+00  2.764124149538314E+00  2.910259470778600E+00 -7.093247506554691E-02
   170  3.684870869966660E-02  3.370358313148337E-01  5.591917902988810E+00  2.639765507381717E+00  2.696817451574520E+00  4.086843230233026E+00  2.762261679254371E+00  2.909106987331304E+00 -7.437170348514463E-02
   171  3.714177058235189E-02  3.627770777769033E-01  5.619952824319665E+00  2.618687384273246E+00  2.646710843801232E+00  4.029619957199555E+00  2.760022164312090E+00  2.908443688753416E+00 -8.013597679599770E-02
   172  3.749067039573283E-02  3.711659768209110E-01  5.631195476075046E+00  2.593481698814270E+00  2.585476078782887E+00  3.958464288044477E+00  2.760825853322930E+00  2.911059150599462E+00 -8.345543027802456E-02
   173  3.793574610973427E-02  3.719826661925525E-01  5.635691013914236E+00  2.561543537012293E+00  2.510196038512623E+00  3.868259341425005E+00  2.767230664938251E+00  2.919552229346366E+00 -8.189015624320418E-02
   174  3.850145202267359E-02  3.701411618404138E-01  5.638515230620003E+00  2.521474745037632E+00  2.428766580100227E+00  3.764523987108783E+00  2.783194962324633E+00  2.937648286088724E+00 -7.078338337915047E-02
   175  3.917035172337792E-02  3.674570600136315E-01  5.641313318875952E+00  2.474894347213693E+00  2.366786182459024E+00  3.672524369536608E+00  2.810529881070773E+00  2.966590374195417E+00 -4.640864687185103E-02
   176  3.991230675510094E-02  3.642128887235509E-01  5.644101827906262E+00  2.424230970345490E+00  2.353893777845713E+00  3.624190671261590E+00  2.845783993394655E+00  3.002373762709799E+00 -1.015148551955937E-02
   177  4.056240922605793E-02  3.547661960416208E-01  5.639874266888674E+00  2.380755281654099E+00  2.392999925636708E+00  3.632942770058873E+00  2.875108382253909E+00  3.031074818247780E+00  2.368175650363977E-02
   178  4.088911344521591E-02  2.981803418872422E-01  5.585730050405858E+00  2.359622423877207E+00  2.428291976230059E+00  3.653959301160937E+00  2.887656179467156E+00  3.042942271613733E+00  3.954614304804066E-02
   179  4.104124945943445E-02  1.770543667770800E-01  5.465443120597922E+00  2.350590605316170E+00  2.447221842634934E+00  3.666564405571316E+00  2.892786736234791E+00  3.047676511515713E+00  4.640491764243851E-02
   180  4.112028930130476E-02  4.430765671659914E-02  5.332900518966057E+00  2.346496832267071E+00  2.457289157749222E+00  3.673438944475002E+00  2.895250927511882E+00  3.049915618309313E+00  4.980476951535629E-02
   181  4.119121684919942E-02 -1.409851288438342E-01  5.147540943724697E+00  2.343461311676324E+00  2.466257555934487E+00  3.679600742292041E+00  2.897338637689871E+00  3.051790456237688E+00  5.275131367052276E-02
   182  4.124294961861937E-02 -3.240846140234249E-01  4.964178187909689E+00  2.341792691583520E+00  2.472690408463195E+00  3.684023260048179E+00  2.898785281279187E+00  3.053075460188966E+00  5.483467960196392E-02
   183  4.134615887526560E-02 -8.099820818539907E-01  4.477008584028314E+00  2.340356828773991E+00  2.485216785395245E+00  3.692636727333559E+00  2.901473450436261E+00  3.055425446554648E+00  5.881581574704479E-02
   184  4.141272784189545E-02 -1.186527406156387E+00  4.098990594675071E+00  2.341080644131516E+00  2.493202381055837E+00  3.698170946057245E+00  2.903063382994731E+00  3.056786425080961E+00  6.125339403540203E-02
   185  4.149203059178855E-02 -1.657072344574242E+00  3.625940420244577E+00  2.343839715284022E+00  2.502877447617054E+00  3.705002793662982E+00  2.904805907302465E+00  3.058245446726269E+00  6.401700054148170E-02
   186  4.157499006629874E-02 -2.129789970102514E+00  3.149726030519718E+00  2.348936100615724E+00  2.513459210004898E+00  3.712701917704865E+00  2.906448347214472E+00  3.059579180558800E+00  6.673779686180523E-02
   187  4.167462817047162E-02 -2.625966152082267E+00  2.648267678816910E+00  2.357783469743838E+00  2.527046203638846E+00  3.722952257550995E+00  2.908171489911076E+00  3.060915791379435E+00  6.976526506517251E-02
   188  4.180222139445186E-02 -3.119395308646761E+00  2.146655635315599E+00  2.372677892627469E+00  2.545938421245345E+00  3.737772776438342E+00  2.909971433029231E+00  3.062196936547757E+00  7.324135811250591E-02
   189  4.193926719866353E-02 -3.487489325128811E+00  1.768463331445012E+00  2.391951738207239E+00  2.567852701477697E+00  3.755565509469438E+00  2.911385445260056E+00  3.063026017655791E+00  7.645020035091110E-02
   190  4.204217218861307E-02 -3.678068217709555E+00  1.569679504233837E+00  2.407971366053130E+00  2.585150405069649E+00  3.769939734197575E+00  2.912088348422431E+00  3.063272431206641E+00  7.848829862704380E-02
   191  4.219619702231431E-02 -3.865273211126002E+00  1.369536566099263E+00  2.433565044896871E+00  2.611956080000024E+00  3.792643702393248E+00  2.912559975076187E+00  3.063036117298330E+00  8.092353583950632E-02
   192  4.236142848112293E-02 -3.975418924360994E+00  1.244972727166179E+00  2.462320124779183E+00  2.641419006589514E+00  3.818070240451344E+00  2.912290350936236E+00  3.061978914923425E+00  8.269333761571815E-02
   193  4.258980632993893E-02 -4.025481183082420E+00  1.174566438655622E+00  2.503005322317110E+00  2.682460147348432E+00  3.854145025561273E+00  2.910606788273473E+00  3.059170691609413E+00  8.367100088478963E-02
   194  4.281713521527299E-02 -3.991714514163101E+00  1.188052455706532E+00  2.543452630617709E+00  2.722768400471079E+00  3.890198676973028E+00  2.907456633714568E+00  3.054877045609532E+00  8.293600383859179E-02
   195  4.298123471644028E-02 -3.925982607146695E+00  1.239338136860295E+00  2.572083620759627E+00  2.751051834450305E+00  3.915822197590122E+00  2.904304593809172E+00  3.050896936278947E+00  8.135347822584976E-02
   196  4.316488754663906E-02 -3.816626419320055E+00  1.332882672134427E+00  2.603152904093033E+00  2.781507247750042E+00  3.943690000615532E+00  2.899949312706543E+00  3.045624864594473E+00  7.855896326039827E-02
   197  4.336577582605251E-02 -3.657978125403581E+00  1.474832603649387E+00  2.635544313103250E+00  2.812961705840607E+00  3.972756637991735E+00  2.894249125705299E+00  3.038949698992771E+00  7.430760522019814E-02
   198  4.356370907715976E-02 -3.465777801189110E+00  1.651353656701528E+00  2.665424692046675E+00  2.841644680299593E+00  3.999503342784590E+00  2.887758642821850E+00  3.031545371344377E+00  6.896246429758250E-02
   199  4.376961555209637E-02 -3.232251403978409E+00  1.869543771317165E+00  2.693969993745774E+00  2.868643667255994E+00  4.024881846721365E+00  2.880188785016979E+00  3.023095179577808E+00  6.227344559342653E-02
   200  4.398796068133604E-02 -2.952093563065138E+00  2.134685601003298E+00  2.721015571551427E+00  2.893691100746549E+00  4.048592141446668E+00  2.871381810157339E+00  3.013457666259235E+00  5.404675441539661E-02
   201  4.422186254889265E-02 -2.620939147835976E+00  2.451343793254291E+00  2.745901664985154E+00  2.915984762257812E+00  4.069812754988519E+00  2.861230112307859E+00  3.002563127935246E+00  4.411256533542050E-02
   202  4.447467379573783E-02 -2.234928487617982E+00  2.823702746361998E+00  2.767643337245959E+00  2.934321600572867E+00  4.087305706920197E+00  2.849655593828337E+00  2.990390447322945E+00  3.231382446379578E-02
   203  4.475166119615151E-02 -1.789832035510591E+00  3.256403986091451E+00  2.784944930578047E+00  2.947029571945748E+00  4.099325651061029E+00  2.836574059489578E+00  2.976934514512664E+00  1.846531087286458E-02
   204  4.506694412800777E-02 -1.273590038637419E+00  3.761915195865418E+00  2.796084704279927E+00  2.951544134356766E+00  4.103151401837335E+00  2.821642283464980E+00  2.961969266967242E+00  2.048435141619110E-03
   205  4.525350006552915E-02 -9.737208605512495E-01  4.057129102778926E+00  2.798404790248749E+00  2.949050026655715E+00  4.100199153813477E+00  2.813007199315611E+00  2.953517924423664E+00 -7.744780026370005E-03
   206  4.544005600305052E-02 -6.863290199501262E-01  4.341085527648090E+00  2.797661560543811E+00  2.942657383100464E+00  4.093246198925834E+00  2.804666776379817E+00  2.945510142412184E+00 -1.743186514067267E-02
   207  4.568900467621991E-02 -3.358318077090184E-01  4.688776489994152E+00  2.792222092266811E+00  2.928071189261940E+00  4.077663863588889E+00  2.794197735087240E+00  2.935703839789102E+00 -2.996406532826213E-02
   208  4.591529543294507E-02 -6.480440479178184E-02  4.958818590352600E+00  2.783381692535572E+00  2.908944580401917E+00  4.057294700218256E+00  2.785542245814387E+00  2.927845481806425E+00 -4.072950488748293E-02
   209  4.598773719873178E-02  1.018947129169524E-02  5.033769326624118E+00  2.779877833367978E+00  2.901685318649972E+00  4.049555507603965E+00  2.782977087305512E+00  2.925569900982148E+00 -4.401231841624058E-02
   210  4.606017896451849E-02  7.895133884101606E-02  5.102603794576671E+00  2.776089011021982E+00  2.893896557008680E+00  4.041242536794624E+00  2.780521753398350E+00  2.923419016727272E+00 -4.720407610609077E-02
   211  4.611683293415095E-02  1.282684117577467E-01  5.152051724056716E+00  2.772944152568602E+00  2.887446506652121E+00  4.034350074427521E+00  2.778681673217074E+00  2.921826667268966E+00 -4.963249945088184E-02
   212  4.626510852474305E-02  2.386357264739146E-01  5.263030923641076E+00  2.764056155818526E+00  2.869143385637320E+00  4.014745592612496E+00  2.774218377733592E+00  2.918047420996531E+00 -5.568325181287902E-02
   213  4.643493704604571E-02  3.329515592919920E-01  5.358435648172511E+00  2.752939405905923E+00  2.845847150084468E+00  3.989684413838973E+00  2.769776772488376E+00  2.914442046366406E+00 -6.201778697680386E-02
   214  4.665368684509549E-02  4.108540595096507E-01  5.438163649287215E+00  2.737623667515137E+00  2.812694146407774E+00  3.953787507596917E+00  2.765197082638630E+00  2.910998193624963E+00 -6.912897552561861E-02
   215  4.672406023933853E-02  4.275209896912209E-01  5.455486580937966E+00  2.732540499510579E+00  2.801397157296614E+00  3.941488308352028E+00  2.764011964082115E+00  2.910187657959348E+00 -7.114542966186507E-02
   216  4.679443363358158E-02  4.409562574526984E-01  5.469601323175463E+00  2.727406725125726E+00  2.789842399466846E+00  3.928870958188917E+00  2.762971893066737E+00  2.909524846397669E+00 -7.302286813346273E-02
   217  4.714049814561924E-02  4.750137619787610E-01  5.507207896694652E+00  2.701763871958446E+00  2.730287095238969E+00  3.863179017327283E+00  2.760034285828659E+00  2.908448871063096E+00 -8.011844925420486E-02
   218  4.749075349103538E-02  4.831582274862415E-01  5.519090021359811E+00  2.675658953474913E+00  2.668099210789405E+00  3.793187734825880E+00  2.760834130999910E+00  2.911067691332795E+00 -8.345739139951096E-02
   219  4.796121058368295E-02  4.833795636028578E-01  5.524368067377721E+00  2.640843777091571E+00  2.587795237080663E+00  3.699896792535783E+00  2.767777999869667E+00  2.920209074889942E+00 -8.160599102075305E-02
   220  4.857941587037837E-02  4.805372366846214E-01  5.528147965147181E+00  2.595737181003123E+00  2.499820679223168E+00  3.590929947106773E+00  2.785988273033684E+00  2.940682248836466E+00 -6.851415743662287E-02
   221  4.926897870124369E-02  4.769052220027363E-01  5.531851874623938E+00  2.546322550976787E+00  2.440596215114572E+00  3.504440756904311E+00  2.815072189016195E+00  2.971279952507596E+00 -4.200774607084289E-02
   222  5.000000000000000E-02  4.726948113860469E-01  5.535355823058287E+00  2.494964081900451E+00  2.434166879777880E+00  3.467271051950099E+00  2.849957409893609E+00  3.006521491240310E+00 -5.561988112369368E-03
